CFU/mL,Sensor1,Sensor2,Sensor3
5092631.579,-254.8936452,78.85230019,54.64739961
5006315.789,-255.2268226,78.8111501,54.63369981
4902770.428,-255.7276654,78.72276265,54.54501946
4885540.856,-255.8953307,78.67552529,54.47003891
4868311.284,-256.0629961,78.62828794,54.39505837
4851081.712,-256.2306615,78.58105058,54.32007782
4833852.14,-256.3983268,78.53381323,54.24509728
4816622.568,-256.5659922,78.48657588,54.17011673
4799392.996,-256.7336576,78.43933852,54.09513619
4782163.424,-256.901323,78.39210117,54.02015564
4764933.852,-257.0689883,78.34486381,53.9451751
4747704.28,-257.2366537,78.29762646,53.87019455
4730474.708,-257.4043191,78.25038911,53.79521401
4713245.136,-257.5719844,78.20315175,53.72023346
4696015.564,-257.7396498,78.1559144,53.64525292
4678785.992,-257.9073152,78.10867704,53.57027237
4661556.42,-258.0749805,78.06143969,53.49529183
4644326.848,-258.2426459,78.01420233,53.42031128
4627097.276,-258.4103113,77.96696498,53.34533074
4609867.704,-258.5779767,77.91972763,53.27035019
4592638.132,-258.745642,77.87249027,53.19536965
4575408.56,-258.9133074,77.82525292,53.12038911
4558178.988,-259.0809728,77.77801556,53.04540856
4540949.416,-259.2486381,77.73077821,52.97042802
4523719.844,-259.4163035,77.68354086,52.89544747
4506490.272,-259.5839689,77.6363035,52.82046693
4489260.7,-259.7516342,77.58906615,52.74548638
4472031.128,-259.9192996,77.54182879,52.67050584
4454801.556,-260.086965,77.49459144,52.59552529
4437571.984,-260.2546304,77.44735409,52.52054475
4420342.412,-260.4222957,77.40011673,52.4455642
4403112.84,-260.5899611,77.35287938,52.37058366
4385883.268,-260.7576265,77.30564202,52.29560311
4368653.696,-260.9252918,77.25840467,52.22062257
4351424.125,-261.0929572,77.21116732,52.14564202
4334194.553,-261.2606226,77.16392996,52.07066148
4316964.981,-261.4282879,77.11669261,51.99568093
4299735.409,-261.5959533,77.06945525,51.92070039
4282505.837,-261.7636187,77.0222179,51.84571984
4265276.265,-261.931284,76.97498054,51.7707393
4248046.693,-262.0989494,76.92774319,51.69575875
4230817.121,-262.2666148,76.88050584,51.62077821
4213587.549,-262.4342802,76.83326848,51.54579767
4196357.977,-262.6019455,76.78603113,51.47081712
4179128.405,-262.7696109,76.73879377,51.39583658
4161898.833,-262.9372763,76.69155642,51.32085603
4144669.261,-263.1049416,76.64431907,51.24587549
4127439.689,-263.272607,76.59708171,51.17089494
4110210.117,-263.4402724,76.54984436,51.0959144
4092980.545,-263.6079377,76.502607,51.02093385
4075750.973,-263.7756031,76.45536965,50.94595331
4058521.401,-263.9432685,76.4081323,50.87097276
4041291.829,-264.1109339,76.36089494,50.79599222
4024062.257,-264.2785992,76.31365759,50.72101167
4006832.685,-264.4462646,76.26642023,50.64603113
3989603.113,-264.61393,76.21918288,50.57105058
3972373.541,-264.7815953,76.17194553,50.49607004
3955143.969,-264.9492607,76.12470817,50.42108949
3937914.397,-265.1169261,76.07747082,50.34610895
3920684.825,-265.2845914,76.03023346,50.2711284
3903455.253,-265.4522568,75.98299611,50.19614786
3886225.681,-265.6199222,75.93575875,50.12116732
3868996.109,-265.7875875,75.8885214,50.04618677
3851766.537,-265.9552529,75.84128405,49.97120623
3834536.965,-266.1229183,75.79404669,49.89622568
3817307.393,-266.2905837,75.74680934,49.82124514
3800077.821,-266.458249,75.69957198,49.74626459
3782848.249,-266.6259144,75.65233463,49.67128405
3765618.677,-266.7935798,75.60509728,49.5963035
3748389.105,-266.9612451,75.55785992,49.52132296
3731159.533,-267.1289105,75.51062257,49.44634241
3713929.961,-267.2965759,75.46338521,49.37136187
3696700.389,-267.4642412,75.41614786,49.29638132
3679470.817,-267.6319066,75.36891051,49.22140078
3662241.245,-267.799572,75.32167315,49.14642023
3645011.673,-267.9672374,75.2744358,49.07143969
3627782.101,-268.1349027,75.22719844,48.99645914
3610552.529,-268.3025681,75.17996109,48.9214786
3593322.957,-268.4702335,75.13272374,48.84649805
3576093.385,-268.6378988,75.08548638,48.77151751
3558863.813,-268.8055642,75.03824903,48.69653696
3541634.241,-268.9732296,74.99101167,48.62155642
3524404.669,-269.1408949,74.94377432,48.54657588
3507175.097,-269.3085603,74.89653696,48.47159533
3489945.525,-269.4762257,74.84929961,48.39661479
3472715.953,-269.6438911,74.80206226,48.32163424
3455486.381,-269.8115564,74.7548249,48.2466537
3438256.809,-269.9792218,74.70758755,48.17167315
3421027.237,-270.1468872,74.66035019,48.09669261
3403797.665,-270.3145525,74.61311284,48.02171206
3386568.093,-270.4822179,74.56587549,47.94673152
3369338.521,-270.6498833,74.51863813,47.87175097
3352108.949,-270.8175486,74.47140078,47.79677043
3334879.377,-270.985214,74.42416342,47.72178988
3317649.805,-271.1528794,74.37692607,47.64680934
3300420.233,-271.3205447,74.32968872,47.57182879
3283190.661,-271.4882101,74.28245136,47.49684825
3265961.089,-271.6558755,74.23521401,47.4218677
3248731.518,-271.8235409,74.18797665,47.34688716
3231501.946,-271.9912062,74.1407393,47.27190661
3214272.374,-272.1588716,74.09350195,47.19692607
3197042.802,-272.326537,74.04626459,47.12194553
3179813.23,-272.4942023,73.99902724,47.04696498
3162583.658,-272.6618677,73.95178988,46.97198444
3145354.086,-272.8295331,73.90455253,46.89700389
3128124.514,-272.9971984,73.85731518,46.82202335
3110894.942,-273.1648638,73.81007782,46.7470428
3093665.37,-273.3325292,73.76284047,46.67206226
3076435.798,-273.5001946,73.71560311,46.59708171
3059206.226,-273.6678599,73.66836576,46.52210117
3041976.654,-273.8355253,73.6211284,46.44712062
3024747.082,-274.0031907,73.57389105,46.37214008
3007517.51,-274.170856,73.5266537,46.29715953
2990287.938,-274.3385214,73.47941634,46.22217899
2973058.366,-274.5061868,73.43217899,46.14719844
2955828.794,-274.6738521,73.38494163,46.0722179
2938599.222,-274.8415175,73.33770428,45.99723735
2921369.65,-275.0091829,73.29046693,45.92225681
2904140.078,-275.1768482,73.24322957,45.84727626
2886910.506,-275.3445136,73.19599222,45.77229572
2869680.934,-275.512179,73.14875486,45.69731518
2852451.362,-275.6798444,73.10151751,45.62233463
2835221.79,-275.8475097,73.05428016,45.54735409
2817992.218,-276.0151751,73.0070428,45.47237354
2800762.646,-276.1828405,72.95980545,45.397393
2783533.074,-276.3505058,72.91256809,45.32241245
2766303.502,-276.5181712,72.86533074,45.24743191
2749073.93,-276.6858366,72.81809339,45.17245136
2731844.358,-276.8535019,72.77085603,45.09747082
2714614.786,-277.0211673,72.72361868,45.02249027
2697385.214,-277.1888327,72.67638132,44.94750973
2680155.642,-277.3564981,72.62914397,44.87252918
2662926.07,-277.5241634,72.58190661,44.79754864
2645696.498,-277.6918288,72.53466926,44.72256809
2628466.926,-277.8594942,72.48743191,44.64758755
2611237.354,-278.0271595,72.44019455,44.572607
2594007.782,-278.1948249,72.3929572,44.49762646
2576778.21,-278.3624903,72.34571984,44.42264591
2559548.638,-278.5301556,72.29848249,44.34766537
2542319.066,-278.697821,72.25124514,44.27268482
2525089.494,-278.8654864,72.20400778,44.19770428
2507859.922,-279.0331518,72.15677043,44.12272374
2490630.35,-279.2008171,72.10953307,44.04774319
2473400.778,-279.3684825,72.06229572,43.97276265
2456171.206,-279.5361479,72.01505837,43.8977821
2438941.634,-279.7038132,71.96782101,43.82280156
2421712.062,-279.8714786,71.92058366,43.74782101
2404482.49,-280.039144,71.8733463,43.67284047
2387252.918,-280.2068093,71.82610895,43.59785992
2370023.346,-280.3744747,71.7788716,43.52287938
2352793.774,-280.5421401,71.73163424,43.44789883
2335564.202,-280.7098054,71.68439689,43.37291829
2318334.63,-280.8774708,71.63715953,43.29793774
2301105.058,-281.0451362,71.58992218,43.2229572
2283875.486,-281.2128016,71.54268482,43.14797665
2266645.914,-281.3804669,71.49544747,43.07299611
2249416.342,-281.5481323,71.44821012,42.99801556
2232186.77,-281.7157977,71.40097276,42.92303502
2214957.198,-281.883463,71.35373541,42.84805447
2197727.626,-282.0511284,71.30649805,42.77307393
2180498.054,-282.2187938,71.2592607,42.69809339
2163268.482,-282.3864591,71.21202335,42.62311284
2146038.911,-282.5541245,71.16478599,42.5481323
2128809.339,-282.7217899,71.11754864,42.47315175
2111579.767,-282.8894553,71.07031128,42.39817121
2094350.195,-283.0571206,71.02307393,42.32319066
2077120.623,-283.224786,70.97583658,42.24821012
2059891.051,-283.3924514,70.92859922,42.17322957
2042661.479,-283.5601167,70.88136187,42.09824903
2025431.907,-283.7277821,70.83412451,42.02326848
2008202.335,-283.8954475,70.78688716,41.94828794
1990972.763,-284.0631128,70.73964981,41.87330739
1973743.191,-284.2307782,70.69241245,41.79832685
1956513.619,-284.3984436,70.6451751,41.7233463
1939284.047,-284.5661089,70.59793774,41.64836576
1922054.475,-284.7337743,70.55070039,41.57338521
1904824.903,-284.9014397,70.50346304,41.49840467
1887595.331,-285.0691051,70.45622568,41.42342412
1870365.759,-285.2367704,70.40898833,41.34844358
1853136.187,-285.4044358,70.36175097,41.27346304
1835906.615,-285.5721012,70.31451362,41.19848249
1818677.043,-285.7397665,70.26727626,41.12350195
1801447.471,-285.9074319,70.22003891,41.0485214
1784217.899,-286.0750973,70.17280156,40.97354086
1766988.327,-286.2427626,70.1255642,40.89856031
1749758.755,-286.410428,70.07832685,40.82357977
1732529.183,-286.5780934,70.03108949,40.74859922
1715299.611,-286.7457588,69.98385214,40.67361868
1698070.039,-286.9134241,69.93661479,40.59863813
1680840.467,-287.0810895,69.88937743,40.52365759
1663610.895,-287.2487549,69.84214008,40.44867704
1646381.323,-287.4164202,69.79490272,40.3736965
1629151.751,-287.5840856,69.74766537,40.29871595
1611922.179,-287.751751,69.70042802,40.22373541
1594692.607,-287.9194163,69.65319066,40.14875486
1577463.035,-288.0870817,69.60595331,40.07377432
1560233.463,-288.2547471,69.55871595,39.99879377
1543003.891,-288.4224125,69.5114786,39.92381323
1525774.319,-288.5900778,69.46424125,39.84883268
1508544.747,-288.7577432,69.41700389,39.77385214
1491315.175,-288.9254086,69.36976654,39.6988716
1474085.603,-289.0930739,69.32252918,39.62389105
1456856.031,-289.2607393,69.27529183,39.54891051
1439626.459,-289.4284047,69.22805447,39.47392996
1422396.887,-289.59607,69.18081712,39.39894942
1405167.315,-289.7637354,69.13357977,39.32396887
1387937.743,-289.9314008,69.08634241,39.24898833
1370708.171,-290.0990661,69.03910506,39.17400778
1353478.599,-290.2667315,68.9918677,39.09902724
1336249.027,-290.4343969,68.94463035,39.02404669
1319019.455,-290.6020623,68.897393,38.94906615
1301789.883,-290.7697276,68.85015564,38.8740856
1284560.311,-290.937393,68.80291829,38.79910506
1267330.739,-291.1050584,68.75568093,38.72412451
1250101.167,-291.2727237,68.70844358,38.64914397
1232871.595,-291.4403891,68.66120623,38.57416342
1215642.023,-291.6080545,68.61396887,38.49918288
1198412.451,-291.7757198,68.56673152,38.42420233
1181182.879,-291.9433852,68.51949416,38.34922179
1163953.307,-292.1110506,68.47225681,38.27424125
1146723.735,-292.278716,68.42501946,38.1992607
1129494.163,-292.4463813,68.3777821,38.12428016
1112264.591,-292.6140467,68.33054475,38.04929961
1095035.019,-292.7817121,68.28330739,37.97431907
1077805.447,-292.9493774,68.23607004,37.89933852
1060575.875,-293.1170428,68.18883268,37.82435798
1043346.304,-293.2847082,68.14159533,37.74937743
1026116.732,-293.4523735,68.09435798,37.67439689
1008887.16,-293.6200389,68.04712062,37.59941634
991657.5875,-293.7877043,67.99988327,37.5244358
974428.0156,-293.9553696,67.95264591,37.44945525
957198.4436,-294.123035,67.90540856,37.37447471
939968.8716,-294.2907004,67.85817121,37.29949416
922739.2996,-294.4583658,67.81093385,37.22451362
905509.7276,-294.6260311,67.7636965,37.14953307
888280.1556,-294.7936965,67.71645914,37.07455253
871050.5837,-294.9613619,67.66922179,36.99957198
853821.0117,-295.1290272,67.62198444,36.92459144
836591.4397,-295.2966926,67.57474708,36.84961089
819361.8677,-295.464358,67.52750973,36.77463035
802132.2957,-295.6320233,67.48027237,36.69964981
784902.7237,-295.7996887,67.43303502,36.62466926
767673.1518,-295.9673541,67.38579767,36.54968872
750443.5798,-296.1350195,67.33856031,36.47470817
733214.0078,-296.3026848,67.29132296,36.39972763
715984.4358,-296.4703502,67.2440856,36.32474708
698754.8638,-296.6380156,67.19684825,36.24976654
681525.2918,-296.8056809,67.14961089,36.17478599
664295.7198,-296.9733463,67.10237354,36.09980545
647066.1479,-297.1410117,67.05513619,36.0248249
629836.5759,-297.308677,67.00789883,35.94984436
612607.0039,-297.4763424,66.96066148,35.87486381
595377.4319,-297.6440078,66.91342412,35.79988327
578147.8599,-297.8116732,66.86618677,35.72490272
560918.2879,-297.9793385,66.81894942,35.64992218
543688.716,-298.1470039,66.77171206,35.57494163
526459.144,-298.3146693,66.72447471,35.49996109
509229.572,-298.4823346,66.67723735,35.42498054
488567.4419,-298.4824806,66.21426357,35.03992248
485134.8837,-298.3149612,65.79852713,34.72984496
481702.3256,-298.1474419,65.3827907,34.41976744
478269.7674,-297.9799225,64.96705426,34.10968992
474837.2093,-297.8124031,64.55131783,33.7996124
471404.6512,-297.6448837,64.1355814,33.48953488
467972.093,-297.4773643,63.71984496,33.17945736
464539.5349,-297.309845,63.30410853,32.86937984
461106.9767,-297.1423256,62.88837209,32.55930233
457674.4186,-296.9748062,62.47263566,32.24922481
454241.8605,-296.8072868,62.05689922,31.93914729
450809.3023,-296.6397674,61.64116279,31.62906977
447376.7442,-296.4722481,61.22542636,31.31899225
443944.186,-296.3047287,60.80968992,31.00891473
440511.6279,-296.1372093,60.39395349,30.69883721
437079.0698,-295.9696899,59.97821705,30.38875969
433646.5116,-295.8021705,59.56248062,30.07868217
430213.9535,-295.6346512,59.14674419,29.76860465
426781.3953,-295.4671318,58.73100775,29.45852713
423348.8372,-295.2996124,58.31527132,29.14844961
419916.2791,-295.132093,57.89953488,28.83837209
416483.7209,-294.9645736,57.48379845,28.52829457
413051.1628,-294.7970543,57.06806202,28.21821705
409618.6047,-294.6295349,56.65232558,27.90813953
406186.0465,-294.4620155,56.23658915,27.59806202
402753.4884,-294.2944961,55.82085271,27.2879845
399320.9302,-294.1269767,55.40511628,26.97790698
395888.3721,-293.9594574,54.98937984,26.66782946
392455.814,-293.791938,54.57364341,26.35775194
389023.2558,-293.6244186,54.15790698,26.04767442
385590.6977,-293.4568992,53.74217054,25.7375969
382158.1395,-293.2893798,53.32643411,25.42751938
378725.5814,-293.1218605,52.91069767,25.11744186
375293.0233,-292.9543411,52.49496124,24.80736434
371860.4651,-292.7868217,52.07922481,24.49728682
368427.907,-292.6193023,51.66348837,24.1872093
364995.3488,-292.4517829,51.24775194,23.87713178
361562.7907,-292.2842636,50.8320155,23.56705426
358130.2326,-292.1167442,50.41627907,23.25697674
354697.6744,-291.9492248,50.00054264,22.94689922
351265.1163,-291.7817054,49.5848062,22.63682171
347832.5581,-291.614186,49.16906977,22.32674419
344400,-291.4466667,48.75333333,22.01666667
340967.4419,-291.2791473,48.3375969,21.70658915
337534.8837,-291.1116279,47.92186047,21.39651163
334102.3256,-290.9441085,47.50612403,21.08643411
330669.7674,-290.7765891,47.0903876,20.77635659
327237.2093,-290.6090698,46.67465116,20.46627907
323804.6512,-290.4415504,46.25891473,20.15620155
320372.093,-290.274031,45.84317829,19.84612403
316939.5349,-290.1065116,45.42744186,19.53604651
313506.9767,-289.9389922,45.01170543,19.22596899
310074.4186,-289.7714729,44.59596899,18.91589147
306641.8605,-289.6039535,44.18023256,18.60581395
303209.3023,-289.4364341,43.76449612,18.29573643
299776.7442,-289.2689147,43.34875969,17.98565891
296344.186,-289.1013953,42.93302326,17.6755814
292911.6279,-288.933876,42.51728682,17.36550388
289479.0698,-288.7663566,42.10155039,17.05542636
286046.5116,-288.5988372,41.68581395,16.74534884
282613.9535,-288.4313178,41.27007752,16.43527132
279181.3953,-288.2637984,40.85434109,16.1251938
275748.8372,-288.0962791,40.43860465,15.81511628
272316.2791,-287.9287597,40.02286822,15.50503876
268883.7209,-287.7612403,39.60713178,15.19496124
265451.1628,-287.5937209,39.19139535,14.88488372
262018.6047,-287.4262016,38.77565891,14.5748062
258586.0465,-287.2586822,38.35992248,14.26472868
255153.4884,-287.0911628,37.94418605,13.95465116
251720.9302,-286.9236434,37.52844961,13.64457364
248288.3721,-286.756124,37.11271318,13.33449612
244855.814,-286.5886047,36.69697674,13.0244186
241423.2558,-286.4210853,36.28124031,12.71434109
237990.6977,-286.2535659,35.86550388,12.40426357
234558.1395,-286.0860465,35.44976744,12.09418605
231125.5814,-285.9185271,35.03403101,11.78410853
227693.0233,-285.7510078,34.61829457,11.47403101
224260.4651,-285.5834884,34.20255814,11.16395349
220827.907,-285.415969,33.78682171,10.85387597
217395.3488,-285.2484496,33.37108527,10.54379845
213962.7907,-285.0809302,32.95534884,10.23372093
210530.2326,-284.9134109,32.5396124,9.923643411
207097.6744,-284.7458915,32.12387597,9.613565891
203665.1163,-284.5783721,31.70813953,9.303488372
200232.5581,-284.4108527,31.2924031,8.993410853
196800,-284.2433333,30.87666667,8.683333333
193367.4419,-284.075814,30.46093023,8.373255814
189934.8837,-283.9082946,30.0451938,8.063178295
186502.3256,-283.7407752,29.62945736,7.753100775
183069.7674,-283.5732558,29.21372093,7.443023256
179637.2093,-283.4057364,28.7979845,7.132945736
176204.6512,-283.2382171,28.38224806,6.822868217
172772.093,-283.0706977,27.96651163,6.512790698
169339.5349,-282.9031783,27.55077519,6.202713178
165906.9767,-282.7356589,27.13503876,5.892635659
162474.4186,-282.5681395,26.71930233,5.58255814
159041.8605,-282.4006202,26.30356589,5.27248062
155609.3023,-282.2331008,25.88782946,4.962403101
152176.7442,-282.0655814,25.47209302,4.652325581
148744.186,-281.898062,25.05635659,4.342248062
145311.6279,-281.7305426,24.64062016,4.032170543
141879.0698,-281.5630233,24.22488372,3.722093023
138446.5116,-281.3955039,23.80914729,3.412015504
135013.9535,-281.2279845,23.39341085,3.101937984
131581.3953,-281.0604651,22.97767442,2.791860465
128148.8372,-280.8929457,22.56193798,2.481782946
124716.2791,-280.7254264,22.14620155,2.171705426
121283.7209,-280.557907,21.73046512,1.861627907
117851.1628,-280.3903876,21.31472868,1.551550388
114418.6047,-280.2228682,20.89899225,1.241472868
110986.0465,-280.0553488,20.48325581,0.931395349
107553.4884,-279.8878295,20.06751938,0.621317829
104120.9302,-279.7203101,19.65178295,0.31124031
100688.3721,-279.5527907,19.23604651,0.001162791
97255.81395,-279.3852713,18.82031008,-0.308914729
93823.25581,-279.2177519,18.40457364,-0.618992248
90390.69767,-279.0502326,17.98883721,-0.929069767
86958.13953,-278.8827132,17.57310078,-1.239147287
83525.5814,-278.7151938,17.15736434,-1.549224806
80093.02326,-278.5476744,16.74162791,-1.859302326
76660.46512,-278.380155,16.32589147,-2.169379845
73227.90698,-278.2126357,15.91015504,-2.479457364
69795.34884,-278.0451163,15.4944186,-2.789534884
66362.7907,-277.8775969,15.07868217,-3.099612403
62930.23256,-277.7100775,14.66294574,-3.409689922
59497.67442,-277.5425581,14.2472093,-3.719767442
56065.11628,-277.3750388,13.83147287,-4.029844961
52632.55814,-277.2075194,13.41573643,-4.339922481
48518.76923,-276.7943077,12.92307692,-4.895538462
47837.53846,-276.5486154,12.84615385,-5.141076923
47156.30769,-276.3029231,12.76923077,-5.386615385
46475.07692,-276.0572308,12.69230769,-5.632153846
45793.84615,-275.8115385,12.61538462,-5.877692308
45112.61538,-275.5658462,12.53846154,-6.123230769
44431.38462,-275.3201538,12.46153846,-6.368769231
43750.15385,-275.0744615,12.38461538,-6.614307692
43068.92308,-274.8287692,12.30769231,-6.859846154
42387.69231,-274.5830769,12.23076923,-7.105384615
41706.46154,-274.3373846,12.15384615,-7.350923077
41025.23077,-274.0916923,12.07692308,-7.596461538
40344,-273.846,12,-7.842
39662.76923,-273.6003077,11.92307692,-8.087538462
38981.53846,-273.3546154,11.84615385,-8.333076923
38300.30769,-273.1089231,11.76923077,-8.578615385
37619.07692,-272.8632308,11.69230769,-8.824153846
36937.84615,-272.6175385,11.61538462,-9.069692308
36256.61538,-272.3718462,11.53846154,-9.315230769
35575.38462,-272.1261538,11.46153846,-9.560769231
34894.15385,-271.8804615,11.38461538,-9.806307692
34212.92308,-271.6347692,11.30769231,-10.05184615
33531.69231,-271.3890769,11.23076923,-10.29738462
32850.46154,-271.1433846,11.15384615,-10.54292308
32169.23077,-270.8976923,11.07692308,-10.78846154
31488,-270.652,11,-11.034
30806.76923,-270.4063077,10.92307692,-11.27953846
30125.53846,-270.1606154,10.84615385,-11.52507692
29444.30769,-269.9149231,10.76923077,-11.77061538
28763.07692,-269.6692308,10.69230769,-12.01615385
28081.84615,-269.4235385,10.61538462,-12.26169231
27400.61538,-269.1778462,10.53846154,-12.50723077
26719.38462,-268.9321538,10.46153846,-12.75276923
26038.15385,-268.6864615,10.38461538,-12.99830769
25356.92308,-268.4407692,10.30769231,-13.24384615
24675.69231,-268.1950769,10.23076923,-13.48938462
23994.46154,-267.9493846,10.15384615,-13.73492308
23313.23077,-267.7036923,10.07692308,-13.98046154
22632,-267.458,10,-14.226
21950.76923,-267.2123077,9.923076923,-14.47153846
21269.53846,-266.9666154,9.846153846,-14.71707692
20588.30769,-266.7209231,9.769230769,-14.96261538
19907.07692,-266.4752308,9.692307692,-15.20815385
19225.84615,-266.2295385,9.615384615,-15.45369231
18544.61538,-265.9838462,9.538461538,-15.69923077
17863.38462,-265.7381538,9.461538462,-15.94476923
17182.15385,-265.4924615,9.384615385,-16.19030769
16500.92308,-265.2467692,9.307692308,-16.43584615
15819.69231,-265.0010769,9.230769231,-16.68138462
15138.46154,-264.7553846,9.153846154,-16.92692308
14457.23077,-264.5096923,9.076923077,-17.17246154
13776,-264.264,9,-17.418
13094.76923,-264.0183077,8.923076923,-17.66353846
12413.53846,-263.7726154,8.846153846,-17.90907692
11732.30769,-263.5269231,8.769230769,-18.15461538
11051.07692,-263.2812308,8.692307692,-18.40015385
10369.84615,-263.0355385,8.615384615,-18.64569231
9688.615385,-262.7898462,8.538461538,-18.89123077
9007.384615,-262.5441538,8.461538462,-19.13676923
8326.153846,-262.2984615,8.384615385,-19.38230769
7644.923077,-262.0527692,8.307692308,-19.62784615
6963.692308,-261.8070769,8.230769231,-19.87338462
6282.461538,-261.5613846,8.153846154,-20.11892308
5601.230769,-261.3156923,8.076923077,-20.36446154
4785.757576,-260.8036667,7.848484848,-20.65454545
4651.515152,-260.5373333,7.696969697,-20.69909091
4517.272727,-260.271,7.545454545,-20.74363636
4383.030303,-260.0046667,7.393939394,-20.78818182
4248.787879,-259.7383333,7.242424242,-20.83272727
4114.545455,-259.472,7.090909091,-20.87727273
3980.30303,-259.2056667,6.939393939,-20.92181818
3846.060606,-258.9393333,6.787878788,-20.96636364
3711.818182,-258.673,6.636363636,-21.01090909
3577.575758,-258.4066667,6.484848485,-21.05545455
3443.333333,-258.1403333,6.333333333,-21.1
3309.090909,-257.874,6.181818182,-21.14454545
3174.848485,-257.6076667,6.03030303,-21.18909091
3040.606061,-257.3413333,5.878787879,-21.23363636
2906.363636,-257.075,5.727272727,-21.27818182
2772.121212,-256.8086667,5.575757576,-21.32272727
2637.878788,-256.5423333,5.424242424,-21.36727273
2503.636364,-256.276,5.272727273,-21.41181818
2369.393939,-256.0096667,5.121212121,-21.45636364
2235.151515,-255.7433333,4.96969697,-21.50090909
2100.909091,-255.477,4.818181818,-21.54545455
1966.666667,-255.2106667,4.666666667,-21.59
1832.424242,-254.9443333,4.515151515,-21.63454545
1698.181818,-254.678,4.363636364,-21.67909091
1563.939394,-254.4116667,4.212121212,-21.72363636
1429.69697,-254.1453333,4.060606061,-21.76818182
1295.454545,-253.879,3.909090909,-21.81272727
1161.212121,-253.6126667,3.757575758,-21.85727273
1026.969697,-253.3463333,3.606060606,-21.90181818
892.7272727,-253.08,3.454545455,-21.94636364
758.4848485,-252.8136667,3.303030303,-21.99090909
624.2424242,-252.5473333,3.151515152,-22.03545455
471.7647059,-252.4574118,3.117647059,-22.31764706
453.5294118,-252.6338235,3.235294118,-22.55529412
435.2941176,-252.8102353,3.352941176,-22.79294118
417.0588235,-252.9866471,3.470588235,-23.03058824
398.8235294,-253.1630588,3.588235294,-23.26823529
380.5882353,-253.3394706,3.705882353,-23.50588235
362.3529412,-253.5158824,3.823529412,-23.74352941
344.1176471,-253.6922941,3.941176471,-23.98117647
325.8823529,-253.8687059,4.058823529,-24.21882353
307.6470588,-254.0451176,4.176470588,-24.45647059
289.4117647,-254.2215294,4.294117647,-24.69411765
271.1764706,-254.3979412,4.411764706,-24.93176471
252.9411765,-254.5743529,4.529411765,-25.16941176
234.7058824,-254.7507647,4.647058824,-25.40705882
216.4705882,-254.9271765,4.764705882,-25.64470588
198.2352941,-255.1035882,4.882352941,-25.88235294
164.4444444,-244.8144444,5.111111111,-26.38777778
148.8888889,-234.3488889,5.222222222,-26.65555556
133.3333333,-223.8833333,5.333333333,-26.92333333
117.7777778,-213.4177778,5.444444444,-27.19111111
102.2222222,-202.9522222,5.555555556,-27.45888889
86.66666667,-192.4866667,5.666666667,-27.72666667
71.11111111,-182.0211111,5.777777778,-27.99444444
55.55555556,-171.5555556,5.888888889,-28.26222222
32,-156.416,11.8406,-29.786
24,-151.742,17.6812,-31.042
16,-147.068,23.5218,-32.298
8,-142.394,29.3624,-33.554
1,-135.5666667,38.572,-46.20666667
1,-133.4133333,41.941,-57.60333333
